upc,name,total_volume_sold,total_value_sold,total_volume_unsold,total_value_unsold
856560,LASAGNE 1.5KG,66,462,114,798
856997,LURPAK BUTTER,0,0,2,4
857406,WHITE GRAPE,11,27.5,27,67.5
857666,CREAMED SPINACH,430,1075.8,575,1438.5
857680,GRN VEG MEDLEY,998,2396.2,1055,2536.4
858014,PORK SSGE & MAS,274,1096,514,2056
858083,CAULI CHS 450G,1150,2990.8,1076,2799.5
858168,SW PT SL 50%LF,12,20.4,12,20.4
858526,6 POTATO CROQS,1497,3010.5,698,1409.1
858632,RATATOUILLE,18,43.2,55,132
859615,CHKN VINDALOO,93,372.5,247,988.75
859813,EF 4 PK 4 FLAVO,17,34,14,28
859912,EF 4 PACK LAYER,4,8,5,10
860611,CAULI CHS 300G,1204,2287.6,622,1181.8
862264,QCH CL HAM CHS,165,391.6,300,720.4
862271,QCH MUSH SPIN,67,151.5,170,400
862349,MM PRK PIE 440G,31,102.5,97,323
862356,ONION HOUMOUS,25,40.1,88,140.9
862363,DIP LC HOUM,37,59.3,91,145.6
862387,DIP HOUM SEL,52,130.3,64,160
862394,COUR HAL PASTRY,65,211.4,136,442
862752,HAKE FILLETS,35,157.5,78,351
863360,3 RASP JELLIES,29,78.3,60,162
863490,CRVNDALE SEMI 1,5,5,12,12
863506,C/DALE WHLE 1L,3,3,6,6
863568,FRT SAL SELECT,7,35,22,110
863650,RED RICE QUI PE,5,11,7,15.4
863964,MORTADELLA,1,2,11,22
863995,CHORIZO SPC,2,4,2,4
864169,QUIN SGRN SLD,12,26.4,13,28.6
864299,LENTIL CURLS,1,0.6,0,0
864374,JA BBQ CHK,303,849.3,444,1245.3
864527,CHKY COD FRCHIS,0,0,1,5.25
864909,GOAT CHSE LOG,5,12.5,7,17.5
864978,DINE-IN CHSE,7,13.75,6,10
865203,HC PRAWN CKTL,15,22.5,1,1.5
865227,I QCH SMKSAL BR,423,740.25,600,1050
865234,DF CHS ONION,44,55,80,100
865258,TOFFEE TRAYBAKE,29,123.75,94,399.5
865920,COCONUT LOAF,4,8,2,4
866118,SUPER BERRY SMO,125,289.45,156,359.1
866125,MANGO PINEAPPL,121,278.3,147,339.45
866200,BIG BUNCH DAFFS,1,3,2,6
866217,HR HAM SL,25,50,20,40
866446,MEADOW CAKE,1,12.5,0,0
866484,BRIT STRW MLK,1,1.3,3,3.9
866651,BRD HAM W/T SL,52,104,49,100
866903,CHK BBQ DRMSTK,136,276.5,339,688.5
867146,BH STRAWBERRY,0,0,2,3
867177,BH RED 4 PACK,0,0,2,4
867337,SPLIT POT BLK C,84,102,85,103.1
867399,0% GRK RHUBARB,88,52.8,75,45.6
867405,0% GRK STRAWBER,54,32.4,58,34.8
867412,0% GRK MANGO,25,15,26,15.6
867467,0% GRK VANILLA,43,25.84,65,39
867610,9 MINI MXD ROLL,9,11.25,7,8.75
867627,6 MIXED ROLLS,1,1.25,1,1.25
867801,12 VEAL M/BALLS,14,52.5,60,225
867832,MINUTE STEAK,32,160,189,945
867948,14 M SAUS RL TB,22,44,89,178
868020,CHS & O RL 9,52,104,139,278.6
868068,VEGGE POWER,0,0,2,4
868280,BONE HLTH PRUNE,0,0,5,7.5
868617,QU/BK RC/EDAME,42,92.6,36,79.2
868648,CHILLI BEETROOT,3,5.25,1,1.75
868860,CHOLES LOW 4 PK,3,6,14,28
869041,CEL/APP/WNUT,64,141,65,143.2
869225,MW 1L GOATS MIL,4,6.6,17,28.05
869232,MW 1L SOYA MILK,0,0,1,1.3
869256,EGG&TOMATO,3,6.6,5,11.2
869669,2.0KG POT BAG,209,250.8,209,250.8
869676,OKRA,0,0,2,3.5
869690,BRITI WHT CABB,47,37.6,83,66.4
869706,MILD ONIONS,11,16.5,10,15
869713,CELERIAC,15,22.5,31,46.5
869768,SAGE,59,47.2,113,90.64
869799,D/REE POTS 2.5K,28,70,33,82.5
870771,SLICED WHITE,5,2.75,5,2.75
870788,SLICED WHOLEML,1,0.55,3,1.65
871556,BENECOL STRAWB,1,3.75,1,3.75
872249,BENECOL 0% FAT,1,3.75,6,22.5
873093,GBF SANTINI 340,5,13,2,5.2
873208,BABY LEEKS,470,940.4,446,892
873383,CORONATION CHIC,17,51.3,10,30.6
873826,MILD & CREAMY,106,159,116,174
874502,DI CHUNKY CHIPS,12,26.4,23,50.7
875059,F/FAT CRM FRCH,93,111.85,97,117.05
875677,SIMPLY CHRY TOM,60,57.2,26,24.4
876292,RBERRY FRUIT JY,0,0,2,2.5
877022,GBF CAESAR SLD,3,11.7,5,19.1
877336,GBF NUT SPR W/F,0,0,0,0
877572,SML CLASSIC PLT,3,28.5,2,19
878661,DI POTATO ROSTI,9,21,6,14.3
879194,BREAST FLT BAG,128,1280,202,2020
879200,2 BREAST FILETS,166,581,386,1351
879224,2-BREAST FILETS,8,28,26,91
881302,FOTM MANGO,0,0,1,2
883566,FILLET STEAK X1,9,54,86,516
885423,WOK BEEF NDLES,149,671.5,295,1329.75
885454,CHKN PANANG,57,242.25,104,442
885584,PRAWN GYOZA,94,235.3,223,557.9
885751,THAI FISH CAKE,74,185.3,178,445.3
885805,JASMINE RICE,50,100.2,99,198.2
886598,FTO FRUIT SKWRS,0,0,1,10
889766,HAM & COLSLW,0,0,0,0
889858,EGG & BACON,0,0,6,21
890144,WELSH RAREBIT B,0,0,6,27
891615,MOROC C/COUS SL,9,19.8,4,8.8
892216,KALE,295,295,294,294
892629,RED CHILLIES,53,53,82,82
892797,HC TURK/CRA ROL,0,0,0,0
892933,2 STICKY GINGER,10,20,20,40
893541,CHKN JALFREZI,735,2943.75,989,3960.45
894500,RNY SCOTCH EGG,11,38.5,29,101.5
894531,CHKN S/GRAIN SP,33,82.5,41,102.5
894579,FISH PIE MINI,734,1468,657,1314
894609,HADDOCK CHOWDER,552,1381.95,713,1782.99
898058,ROAST NUT COLL,1,3,1,3
898348,ULTIMATE MSH X1,750,1125,707,1062.5
898416,FRITES SERVES 1,452,587.6,477,620.1
899109,GOOSEBERRY FOOL,22,13.2,28,16.8
899130,LEMON FOOL,51,30.63,88,52.83
899390,GBF R/B STIR FR,1,2.5,0,0
899567,B/L RIB OF BEEF,5,96.28,19,328.45
899635,B/L LAMB MINT,2,12,3,18
899642,BL BEEF BRISKET,24,144,61,366
900041,SINGAPORE NOOD,573,859.86,688,1033.08
900058,CHILLI/COR NOOD,853,1282.27,754,1132.26
900140,ROUND TOMATOES,26,18.2,20,14
900706,WHOLE ICEBERG,71,42.6,75,45
900805,BRITISH LETT,2,1.3,0,0
900911,LITTLE GEM LETT,22,22,28,28
901161,SANTINI 340G,23,57.5,21,52.5
901338,2 DANISH,2,3.5,4,7
901383,WHOLE CUCUMBER,47,28.2,30,18
901604,CUCMBR PORTION,47,16.45,29,10.15
901802,MW CHICK CHUNKS,17,68,41,164
902182,SALAD ONIONS,10,11.75,9,10.75
902298,WATERCRESS BAG,71,71,88,88
902762,GSTR GMN SHANK,4,28,14,98
902786,SWT POTATO MASH,85,170,126,252.2
903318,LG AVO SGL,17,21.25,13,16.25
903769,RED CABBAGE,5,3.75,20,15
905114,BABY PAK CHOI,12,23,55,103
905244,CLASSIC SLD BWL,45,112.5,64,160
905350,MULTIPACK PEPP,3,4.5,2,3
906326,TSB/BNUT MX BG,495,991.2,616,1232.7
906494,YAKITORI KEBABS,1,7,0,0
906524,PROMO PACK THIC,38,171,67,301.5
907453,COU CHICKT&B,0,0,1,2.5
909471,SAL WHISKY SMK,21,94.5,31,139.5
909877,PANCAKE BATTER,43,43,57,57
910613,RADISH,6,3.6,6,3.6
911078,L/THER MOZZA,1,1.4,4,5.6
911085,GREEN BEANS,29,50.75,66,115.5
911368,BEEF STRIPS,688,2410.4,869,3046.7
911399,CHICKEN STRIPS,604,2116.6,573,2009.1
911450,MANGO FRIDGE PK,4,16,5,20
911474,MELON FRIDGE PK,0,0,2,8
911481,PINE FRIDGE PK,0,0,3,12
911818,POSH DOG ROLLS,0,0,3,5.7
911924,BF BBEAN & RICE,65,276.25,78,331.5
912549,BABY CORN,41,82,96,192
913348,TENDERSTEM TIPS,274,324.8,301,364.2
913782,L/D PLAICE,525,2234.5,893,3800
914055,PROF STACK DI,135,321,114,268.5
914581,PEAR ROCHA X4,3,6,5,10
915847,LACTOSE FREE,33,46.2,25,35
917070,MUDDY PERCY,1,10,1,10
917117,CHOC TIFFIN,0,0,0,0
917193,TASTER SIZE RED,4,6.8,8,13.6
917209,NET OF PRESENTS,39,3.9,1,0.1
918442,CHICKEN TIKKA,887,3549.25,1012,4061.25
919531,MACARONI CHS X1,357,1428,484,1936
920063,LG SANTINI BWL,7,24.5,17,59.5
920124,SPINACH SLD BAG,122,122,73,73
920193,L/GR/MAT/CHEDD,0,0,1,2.8
920377,TRAD SALAD BOWL,11,38.5,10,35
920391,MGO/MTOUT/CRDR/,6,13.2,1,2.2
920957,TOM/MOZZ SLD,12,30,14,35
922388,LAMB PASTRIES 4,40,130,57,185.25
922616,I QCH CL HM CHS,424,742,545,953.75
922760,FIERY TOMATO SA,42,60.8,109,159.95
922982,IT APSTI SMK,12,36,34,102
923491,L/SL/MAT/CHEDD,0,0,1,2.5
923774,ITALIAN STLYE S,24,74.4,54,168.6
923804,6 POSH DOGS,29,110.5,80,298
923828,APPLE T/OVER X2,117,234,69,138.1
923996,ETON MESS POT,56,84.1,76,114.9
925037,BABY EASY PEEL,49,73,21,30
926225,LOCH SLMN PASTA,0,0,0,0
926249,JA PRWN SS CHGR,46,184,90,360
926843,C/BOARD BITES,4,35,14,122.5
926867,G/TED MED CHED,4,8.16,1,1.68
928526,AA RIB EYE STK,0,0,1,10.89
928960,FTO HC CHS/ONI,0,0,1,10
929233,DICED LAMB,2,10,18,90
929295,BEEF MINCE,0,0,2,8.6
929349,LAMB LOIN X2,2,9.18,7,31.3
929363,LAMB LOIN X4,0,0,5,24.75
931427,KIDS FROM FRAIS,43,54.34,71,89.62
931724,HAM CHS TOASTIE,208,520,387,967.6
932455,COCKTAIL SAUSAG,2,3,2,3
933377,DI SANTINI SLD,10,25,32,80
934206,R/SALT CASHEW,6,24,1,4
934756,CLARET VN 230G,45,90,34,68
934978,PRP BROAD BEANS,94,207.2,101,222.4
935197,ORINTL LILY GR,5,60,0,0
935845,PRWN W/ TOM BAS,102,331.65,254,825.95
936538,PROSCIUTTO 24 M,0,0,7,35
936941,MAC CHEESE,356,1068.45,427,1281
937641,CHK TAGLIATELLE,749,2248.8,961,2887.7
937870,PARM WEDGE 70G,0,0,2,5.4
940030,12 SB CHS & HAM,260,1042.2,383,1532
940498,CHEESE BAKE,1,4.5,7,31.5
940801,ANTIPASTI 370G,1,15,3,45
941822,BBY CH/NUT MRM,200,250.2,232,290.15
942638,1L APPLE,7,9.1,15,21.5
942713,CHKN FR CURRY,387,1354.5,593,2075.5
942720,CHICKEN CURRY,379,948.3,537,1343.3
942775,"CHKN, CHS & HAM",1009,3329.7,922,3042.6
942799,HAM IN PARSLY,60,198,131,432.3
942805,LAMB IN GRAVY,401,1604,470,1880
942980,RST CHKN PIE,246,369,264,396
943031,STEAK PIE150G,243,364.5,266,399
943314,FISH NIGIRI,1,4,0,0
943420,PAD THAI NOODLE,457,686.13,467,701.58
943604,H/HOCK AP/SAUCE,191,1146,179,1074
943628,SLOWCOOK DUCK,1,6,8,48
943642,BBQ BEEF RIBS,11,66,35,210
943741,MW COD FISHCAKE,278,556,304,608
943833,CHOC MSHAKE,0,0,2,2.6
943864,RANCH STEAK,25,112.5,84,378
944076,TURKEY ROULADE,12,82.25,85,577.5
944175,MW BRWN BLR,4,9.6,2,4.8
944182,MW POPPY BLOOMR,0,0,4,10
944533,DI STICKY TOFFE,9,25.2,35,98
944540,2 APPLE TARTS,5,20,3,12
944663,FTO LGE B/LESS,0,0,1,36
944908,*ORANGE 500ML.,17,34,29,58.2
945257,1L FSQ ORAN BTS,775,1941.4,1183,2969.2
945417,COD & PARSLEY,1111,2222,936,1872
945868,CHKN RED WINE,209,689.7,366,1207.8
945905,RST CHKN MEAL,52,234,85,382.5
946391,BANGERS & MASH,256,512,299,599.1
946483,GASTRO CHKN & L,171,598.9,262,917.4
946513,STEAK & ALE PIE,543,1902.5,616,2161.1
946636,TOM & BORL SOUP,61,152.8,121,302.5
948074,CHERRY SPONGE,330,660,297,594
948159,PCN NUT ROAST,21,115.5,25,137.75
948326,2 RASP PANNA,59,207.8,88,312.8
949293,12 DUCK SPRING,5,25,3,15
949996,PEAR CONF. X4,45,103.5,38,87.4
950473,SALMON TAIL BAG,7,56,49,392
950565,SIMPLY HALLOUMI,3,6,10,20
951098,1PT ORG ENG WHL,42,27.3,75,48.75
951531,TRAD COLESLAW,44,52.8,52,62.4
951975,2 EGG CUSTARDS,114,114.15,88,88.1
952118,4 EGG CUSTARDS,16,26.4,20,33
953061,SUPER BEAN SOUP,119,298.03,184,460.38
953092,GBF P/SHOOT S/F,1,2.1,0,0
953122,THYME POT,9,13.5,24,36.18
953146,GBF CHL/COR NDL,0,0,0,0
953191,CUT CURLY PARS,11,8.84,27,21.6
953252,EMPEROR CARROTS,258,258,305,305
953290,JALAPENO CHILLI,8,8,38,38
953795,*HAM/CHSE/PICK,2,5.8,10,27.4
953900,EW POCH SALMON,1,3.6,0,0
953993,10 BREADED PRAW,1,5,0,0
954778,FINGER CHILLI,10,10,34,34
955140,BFY LAMB CURRY,54,216,117,468
955973,DEW DROP GRAPES,4,11.5,5,14
956987,MELON MEDLEY,7,28,6,24
957342,SR FILLET CW,21,205.8,52,499.7
957359,PARMESAN(COOK),1,2.3,2,4.6
957366,PARMESAN WGE CW,0,0,2,9.3
957397,MOZZARELLA(SPLY,26,20.8,16,12.8
957724,DUCK FLTS X2,13,97.38,53,397.01
959520,BABY SAVOY,44,77,85,148.75
959537,CURLY PARS POT,21,31.7,71,106.5
959704,EW SALMON CUE,3,7.7,2,5
961035,NUT WHOLE/F SAL,2,6.6,4,13.2
961127,DELI COLESLAW,19,32.3,15,25.5
961233,PLUM PUNNET,1,1,2,3
961349,CHEESE COLESLAW,9,15.3,15,25.5
962834,WHOLE DUCK,2,18,67,603
963824,CHARLT POT SLD,5,8.5,5,8.5
964265,ODB PORK RIB RA,8,41.46,54,268.69
964852,SFLWR & PMPKIN,6,9,3,4.5
964951,FRUIT JELLY,4,5,27,33.75
968591,GLDN NECTARINE,0,0,1,2
968638,SUMMER BERRY YO,2,3,0,0
968645,FRUITY FLAPJACK,3,3.45,2,2.3
968690,SPRKL CHRYSANTH,1,5,0,0
968843,BABY LEAF 120G,8,16,8,16
969260,GBF B/LEAF SLD,2,4.2,3,6.3
970266,FAB FREE OF MEL,21,63,29,87
971263,1PT ORG ENG SS,129,83.85,149,96.85
971614,6 MANDARIN PCAK,3,3,3,3
972208,CHL LOW B/BERRY,24,30.3,34,43.1
972246,RHUBARB FRUIT,28,17.01,31,18.69
972291,E/F B/CHERRY,32,19.2,32,19.2
972376,GREEK STYLE YOG,58,116.1,84,169.1
972413,POSH CHEESE,1,3,12,36
972512,F/F GRK STYLE,119,119,118,119.5
972673,TRKY FILLET BAG,12,96,77,616
972956,12 POSH PUPPIES,4,16,40,160
973076,APPLE PORK SHLD,4,18,17,76.5
973137,BBQ BRISKET,11,49.5,24,108
973335,Beet Burger,67,167.5,148,370
973335,LENT BROOT BURG,6,15,3,7.5
973489,AYR FTO 24 STIC,0,0,2,28
973793,GF FRUIT SCONE,5,10,5,10
973809,GF PANCAKES,1,2,7,14
973847,GF CFFEE & WNUT,1,3.5,0,0
974097,Tropical & Kale,13,28.6,28,61.6
974769,"CHOC, BERRY MIX",0,0,3,3.6
974790,ICED COFFEE,0,0,2,3
974875,HELDA BEANS,117,204.75,189,330.75
975100,PASSION ROULADE,10,27.55,11,30.25
975162,PULLED HAM HOCK,13,36.4,33,92.4
975278,MW QCH LORRAINE,77,202.1,198,518.8
975353,MW QCH CHS ON,71,186.1,189,494.5
975605,TOM & MZ PASTRY,64,208.15,125,406.55
975667,CHRZ CHK KEB 4,31,100.75,80,260
975742,FTO LG SANT SLD,4,24,0,0
975957,MANGO & PASSION,0,0,0,0
976510,APPL PNPPL MNG,15,22.5,6,9
976534,P/APPLE&WATERME,1,1.5,1,1.5
977807,BEARNAISE,5,2.5,0,0
978576,COCONUT WATER,1,1.5,1,1.5
979429,TARTE CITRON,18,85,41,196
979924,MEX CHICKEN,2,5,0,0
980821,MAT CHD SLICES,5,9.25,6,11.1
980937,FTO 20 ANTIPAST,0,0,1,12
981293,CHICKEN SALAD,10,33,9,28
981392,PROMO CER ORCHD,1,8,0,0
981408,SP TAPAS W/ CHS,29,87,54,162
981620,ORG CUCUMBER,1,1.25,0,0
981651,MW EGG&WCRESS,5,15.6,11,34.2
981828,LAMB CUTLET CW,6,46.91,57,469.64
982214,FARMHOUSE WHITE,0,0,0,0
982276,TIGER LOAF,3,3,0,0
982658,FTO MINI BURGER,2,28,1,14
982917,PIRI PIRI WRAP,2,6.5,2,6.5
983334,BABY W/MELON,2,5,5,12.5
984539,COFFEE TRIO,1,2.85,0,0
984805,DBL CRM 300ML,182,218.51,127,152.45
985284,GBF LG STINI BW,0,0,0,0
985376,MUSCAT GRAPE,1,3,1,3
985833,RIP AT HOME NET,2,4,0,0
986021,SUNKEN SALTED C,41,185.25,82,369.25
988315,PRESSED PINK LA,5,7.5,6,9.8
988674,LS ROCH PEAR N,3,7.5,0,0
988735,WELSH E/MAT FW,0,0,2,7.5
989893,GRAPE BAG,1,1,0,0
991636,RED CHRY BANDED,21,84,19,76
992060,DI RSMARY POTS,5,11.5,2,4.6
992084,DI MNT NEW POTS,0,0,0,0
992091,DI CRISPY WDGS,20,46,11,25.3
993531,G THAI CHK CRRY,43,182.75,76,323.5
993555,KATSU CHK CURRY,48,204,167,709.75
993982,SIMPLY ORANGE,5,5.4,5,5.2
995528,ODB GREAT BRITI,30,93,50,155.2
995580,2 SIRLOIN STEAK,14,104,18,124
995634,6 PORK/CAR SAUS,104,323.6,140,436.8
995641,TOPSIDE STEAK,44,198,164,738
996129,BANOFFEE C/CAKE,16,44,26,71.5
996198,0% FAT APL/PLUM,2,1.4,9,6.3
996211,0% FAT APRICOT,11,7.7,5,3.5
996235,0% FAT R/BERRY,25,17.5,37,25.9
996259,0% FAT S/BERRY,24,16.8,39,27.3
996334,YORKSHIRE BLUE,2,5,7,17.5
996457,APPLE CRUMBLE,52,39,44,33
996877,ROSE & BAY RM M,1,2,0,0
997362,TOM BASIL SPAG,647,1942.7,948,2848.7
997386,CHK FETTUCCINE,769,2314.5,1023,3072.7
997423,CHKN SWT CHILLI,40,140,75,262.5
997492,MSHRM STROGANFF,80,240,144,432
997805,TERIYAKI SAUCE,30,30.2,31,31.15
998055,ACTIVIA PEACH,4,8,8,16
998062,ACTIVIA STRWBRY,10,20,28,56
998079,ACTIVIA CHERRY,1,2,0,0
998086,ACTIVIA RHUBARB,0,0,1,2
998475,2 PEP PORK LOIN,43,144.36,136,460.25
998574,RED PLUMS,47,98.1,25,55.1
998697,JAFFA SPHERES,13,48.8,49,190.4
998840,APPL TART TATIN,38,146.4,90,351.2
999069,MEDJOOL BOX,1,5.5,9,49.5
999427,2 CHS PASTIES,25,50,55,110
999694,COMTE FW,2,9,3,13.5
